Number	Datei	Textsorte	Jahr	Kontext_links	Keyword	Kontext_rechts	Lemma
267763	213.xml	CB	1485-86 und Zusätze bis 1530	  ich der granff uͦlryich also ver gichtig bin dz ich zu besßrung disses brieffs von NA bet wegen der wolgebornen 	frow	 elsbett gräffin zu mätsch miner lieben bassen min eigen insigel NA han lassen drucken jn dissen brieff in vogt wisse	Frau
267964	213.xml	CB	1485-86 und Zusätze bis 1530	  mitbürgerinn wegen vnd in jrrem namen zu den von schwitz wie dz vnsser gnädiger her granff fridrich selig von togenburg 	frow	 elsbetten von togenburg geboren von NA metsch sin ellichen gemachel habe gemacht zu einnem erben alles sinnes verlassnen gutz bin	Frau
268284	213.xml	CB	1485-86 und Zusätze bis 1530	  sinnen nach sinnem tod mit den von schwitz ein ewig lantrecht an sich nemen söltend vnd hette ouch die obgenanten 	frow	 elsbetten geboren von metsch sömlich gnad so jn jr herr von togenburg selig getan het als vorstat mit ettlicher jr	Frau
268334	213.xml	CB	1485-86 und Zusätze bis 1530	  darumm gut kuntzschaft zu haben zu zitten vnd tagen vnd zillen nach vnsser erkantnús etc und wen die uilbenempten vnsser 	frow	 von togenburg verendret vnd vergeben hett vber dz die erben so ouch zu dem selben gut getruwtend recht zu haben	Frau
268594	213.xml	CB	1485-86 und Zusätze bis 1530	  gethan hatt dz die sinnen nach sinnem tod jro der von switz ewig lantlüt werden süllent vnd habe ouch vnsser 	frow	 von togenburg sömlichs nach sinnem tod mit etlichen jren fründen rätten vnd rät verwilget vnd vergunst vnd ouch sider die	Frau
268805	213.xml	CB	1485-86 und Zusätze bis 1530	  die sellend jr lantlüt beliben als vorstat etc gentzlich bekeren und wider in antwortten doch also dz die selb vnsser 	frow	 von togenburg das selb schlosß vtznang vnd wz jra also bekaret ist vnuerruckt behalt vnd NA vnuerendret beliben lasse vntz	Frau
269524	213.xml	CB	1485-86 und Zusätze bis 1530	  söllend etc Item so klagend wir von zürich aber zu den von switz anlein wie das der von togenburg selig 	frow	 elsbetten sin ellichen gemachel jnnen ze einnem erben geben hab nach dem vnd er sich des uerbrieffet habe die habe	Frau
270849	213.xml	CB	1485-86 und Zusätze bis 1530	  habend wir vnss erkent jm rechten dz wir nach dess anlass sag darum ouch nützit zesprechen habent den moge vnssre 	frow	 von togenburg oder wer den erb werde die von switz ansprach nüt erlassen dz die den dz recht von jn	Frau
275105	213.xml	CB	1485-86 und Zusätze bis 1530	  wir die sach schriben wie sich die sach ergangen hat doch vff dz kürtzest - Es hat sich gefügt dz 	frow	 elsbet von togenburg ein erb gewessen ist granff friderichs seligen von togenburg vnss dz selb sloß vtznang übergeben hat mit	Frau
275249	213.xml	CB	1485-86 und Zusätze bis 1530	  die heren die sich yetz erben nemend des von togenburgs söllich des von togenburgs güt koͧfft hand von der uorgenanten 	frow	 elsbetten sinner gemachel hat sy nun formallen pfantschaft enweggeben vnd sider har ander des von togenburg güt verendret als ein	Frau
49485	121.xml	EB	um 1400	  menige̅ getribe̅ Nun begunden die des selben tages begaͯn ir abgoͤttinnen hochzit duͥ hiess venus vnd hatten sich bei duͥ 	frowan	 vnd man iung vnd alt in der abgoͤttinnen tempel gesamnet vnd do sy ir toͯben gewonhait ir abgoͤttinnen flisseklich dienetend	Frau
264177	211.xml	RE	Ende 14. Jh.	  darumbe wan ein froͯwe ein kint niht langer treit dan zehin mande̅ vn̅ in sinen ziten wc gewonlich dc ein 	frowe	 nach ires mannes tode an ander man beleip vb` zehin manden den ersten manden nante er marciu̅ wande sin vater	Frau
360550	231.xml	EB	wohl zwischen 1352 und 1370	  die alle schoͤne rote rosenschappel vffe irme hóbete Vnd vnder den ivnchfrowen allen waz eine gar vsser mosen schoͤne herliche 	frowe	 vnd sas die schoͤne frowe vffe eime gar schoͤnen herlichen sessele vnd hette ein gar vsser mosen schoͤnes minnencliches lúzelliges	Frau
360555	231.xml	EB	wohl zwischen 1352 und 1370	  vffe irme hóbete Vnd vnder den ivnchfrowen allen waz eine gar vsser mosen schoͤne herliche frowe vnd sas die schoͤne 	frowe	 vffe eime gar schoͤnen herlichen sessele vnd hette ein gar vsser mosen schoͤnes minnencliches lúzelliges kindelin vfe irre schosse sitzzende	Frau
360580	231.xml	EB	wohl zwischen 1352 und 1370	  herlichen sessele vnd hette ein gar vsser mosen schoͤnes minnencliches lúzelliges kindelin vfe irre schosse sitzzende vnd sprach die schoͤne 	frowe	 zuͦ mir sich lieber frv̇nt dis schoͤne kint daz ist min kint vnd ist din gespvnze durch des willen dv	Frau
360610	231.xml	EB	wohl zwischen 1352 und 1370	  ist min kint vnd ist din gespvnze durch des willen dv die welt v̇bergeben hest Vnd gie do die schoͤne 	frowe	 der vnd nam gar ein schoͤnes fingerlin abe irre hende vnd gab es deme kinde in sine hant vnd sprach	Frau
369031	231.xml	EB	wohl zwischen 1352 und 1370	  komment gonde in den aller verlossesten schemmelichesten weltlichsten koͤstlichesten kleidern die mich duhte die men erdenken kvnde daz keins herren 	frowe	 so weltliche ist mich dvhte wie si ir wol gemesse werent vnd der zuͦ giengent si bar hóbet vnd der zuͦ	Frau
370577	233.xml	RE	1497	  werden Ebruchs halben vnderstanden abgeschnite̅ zü werden ist sie aber ab so ist es ein wu̅d dez man Vnd der 	frowe̅	 ein grosse wu̅d vnd ein glid vnd darzü ein ewig laster All dieff wunden deß angesichtz bis vff das bein	Frau
50944	121.xml	EB	um 1400	  vnder sin fuͤss moht getretten Wan es kament bischoͤff priester phaffen muͥnich ab den buͥrgen die hohen herren die edelen 	frowen	 vnd vs den stetten die richen burger vnd vs den doͤrfern die buweluͥt mit grossen scharen zuͦ ym in die	Frau
54701	121.xml	EB	um 1400	  vnd zunt den hufen an vnd verbrant das vngemain tier vnd erlost das lant von grosser nott do kaͯment beiduͥ 	frowen	 vnd man arm vnd rich vnd hettend dem hailigen man gern zuht vnd er erbotten vnd silber vnd gold gegeben	Frau
56157	121.xml	EB	um 1400	  vnd die schulterre̅ vnd ain kuten vnd hiess do den brieff ezichio geben so er kaͤm vnd batt do die 	frowen	 constanciam vnd all die dar waͯrent kumen vnd beswuͦr suͥ och by got gar ser das man in nit ain	Frau
57851	121.xml	EB	um 1400	  ser erzuͥrnet gegen mir vnd zoch sin swert vs gegen mir vnd wan ich mich selber schirmet das ich die 	frowen	 by dem arm nam vnd im gehorsam wolt sin so hett er mir das hobt abgeslagen vnd also fuͦrt man	Frau
61119	121.xml	EB	um 1400	  got gar ain loblich zaichen durch den hailigen vater iohanne̅ es was ain richer herr in egipto der hatt ain 	frowen	 duͥ was gar siech vnd do der froͯwe̅ kain arczat moht gehelfen do gewan suͥ ainen globen mit groser begird	Frau
61243	121.xml	EB	um 1400	  do in der welt waͤr als in fuͥnfzig iaͯren sider er sich in die cell besloss das er nie kain 	frowen	 geseh do batt der herr gar ser do verseit er noch do me vnd zeiuͥngst do der herr sin bett	Frau
64367	121.xml	EB	um 1400	  oder moͤht wan er dar inne an syn iuͥngstes alter kumen was do kam der tuͥfel aines aͯbendes in ainer 	frowen	 gelichnuͥst als suͥ in der wuͥsti waͤr verirret vnd och gar muͤd waͤr vnd das sy die naht da hett	Frau
262116	211.xml	RE	Ende 14. Jh.	  ei̅ zit der froͯden danne Noch danne sint sehz hohzit der abint man vasten sol Wihenaht Pfingsten Svnegiht Laurenti vnser 	frowen	 messe der erren vn̅ och sant#Markestac alles dc iar in vier zit geteilit ist also teilent och die arzate den	Frau
265209	213.xml	CB	1485-86 und Zusätze bis 1530	  land schloss und lüt nüt ussgnomen wz obtstat nun fügt sich dz nun grauff fridrich von togenburg starb vor der 	frowen	 damit und nun dye frow den man arpt damit sy ein gut zit die schloss in gwalt und gewer hat	Frau
265500	213.xml	CB	1485-86 und Zusätze bis 1530	  den von swit und namend dz stettly liechtesteig jn mit jrem eignen gwalt dessglich andri schloss und namend der optemelt 	frowen	 von togenburg lütt zu lantlutten und machtend ein ewig lantrecht mit den von utznach NA und dz ist nun die	Frau
266070	213.xml	CB	1485-86 und Zusätze bis 1530	  lüt die den gewessen sind granf fridrich von togenburg und dieselben land namlich utznach mit dem schloss von unsser gnädigen 	frowen	 geschenckt und geben worden ist uff den zwentzigosten tag nächst vergangen alless nach lut und sag der versigloten brieff unss	Frau
266105	213.xml	CB	1485-86 und Zusätze bis 1530	  und sag der versigloten brieff unss darüber versiglot geben daran die von schwitz und von glaris die vorgemelten unssre gnädigen 	frowen	 von togenburg und ouch uns mit jrem eignen gwalt an recht ouch ann unsser wüssen und willen gesumpt vn̅ gejrt	Frau
266292	213.xml	CB	1485-86 und Zusätze bis 1530	  und arbeit komen sind darum wir hoffend und getruwend die von schwitz und von glaris süllend der obgeseitten unsser gnädigen 	frowen	 von toggenburg und ouch uns umm sömlich redlich billich sach und ansprach bekerrung tun nach dem rechten und nach sölichem	Frau
266368	213.xml	CB	1485-86 und Zusätze bis 1530	  die von schwitz und glaris also redend und sprechend wz wir in der sach getan hand ess sy gegen unsserer 	frowen	 von tagenburg oder den von zürich houffend und getruwend wir mit erren mit glinpff und mit recht fürgenomen und gethon	Frau
266441	213.xml	CB	1485-86 und Zusätze bis 1530	  oder gemachtt sind dz wir dieselben friden getrülich und angeferd redlich und gäntzlich gehalten hand darumm wir der egenanten unsser 	frowen	 von togenburg noch den von zürich gar nützit schuldig pflichtig noch verbunden houffend ze sind jm rechten weder vil noch	Frau
267246	213.xml	CB	1485-86 und Zusätze bis 1530	  sy uff den tag gewessen sind vns gezougt vnd erlässen lassen des ersten einnen bappirinen gewaltzbrieff von der edlen wolgebornnen 	frowen	 frow elsbet von mätzsch gräffin ze togenburg mit irem vnd ouch mit des wolgebornnen vogt vorichen von metsch granffe zu	Frau
267940	213.xml	CB	1485-86 und Zusätze bis 1530	  von schwitz und glaris merck hienach Item dess ersten als sich die von zürich erklagtend von der obgenanten vnsser gnädigen 	frowen	 von togenburg jr mitbürgerinn wegen vnd in jrrem namen zu den von schwitz wie dz vnsser gnädiger her granff fridrich	Frau
268738	213.xml	CB	1485-86 und Zusätze bis 1530	  merteil vnder vnss bedunckt dz sy es wol kuntlich gemacht habint do sy den bin semlichem lantrecht belibint doch vnsser 	frowen	 von togenburg den erben oder wer recht zu den landen vnd schloßen gewinnet an allen ander jro rechtungen vnd herlikeitten	Frau
268766	213.xml	CB	1485-86 und Zusätze bis 1530	  zu den landen vnd schloßen gewinnet an allen ander jro rechtungen vnd herlikeitten vnschedlich vnd söllend die von switz vnsser 	frowen	 von togenburg die stat vnd uesty utznang mit der herlikeit vnd mit allen dingen vntz an die lütt die sellend	Frau
269010	213.xml	CB	1485-86 und Zusätze bis 1530	  mitburgerin wegen vnd in jrem namen wie dz die selben von glarus mit sampt den von switz der egenanten vnsser 	frowen	 von togenburg die jrren zu liechtesteig im NA turtal im näckertal im sant johanssertal vnd da selbs vmm ouch die	Frau
269465	213.xml	CB	1485-86 und Zusätze bis 1530	  vns worden bekennend vnd sprechend vs in dem rechten jnn wellicher maße wir vor von jetwederer partye wegen gegen vnsser 	frowen	 von togenburg darummb gesprochen vnd erkennet hand da by lassend wir es noch beliben als dz die weder partye weder	Frau
269699	213.xml	CB	1485-86 und Zusätze bis 1530	  hand dz in den die von switz keinner bekerung fürer gebunden sin söllend den wie wir vor darummb zwuschend vnsser 	frowen	 von togenburg und den von switz gesprochen vnd erkent hand dz es da by bestan vnd beliben söl etc Item	Frau
269851	213.xml	CB	1485-86 und Zusätze bis 1530	  dz jnnen den die von glaris an keinner bekerung fürer gebunden sin sellent den wie wir vor darummb zwüschend vnsser 	frowen	 von togenburg vnd den von glaris gesprochen hand darby bekennend wir es noch lassen ze beliben etc Item so klagend	Frau
270089	213.xml	CB	1485-86 und Zusätze bis 1530	  sömliche lossung bin dess von togenburg läben vnd sider NA erfordret vnd dz nun gelöst hat vnd der optgenanten vnsser 	frowen	 von togenburg der von zürich burgerin vnd dz den von zürich wol wüssend wasz vnd nüt verhept sunder diss lossunge	Frau
58065	121.xml	EB	um 1400	  das mir min herr hatt geben vnd kert es gen mir vnd wolt mich selber erstechen zetott do viel min 	froͯw	 fuͥr mich mit grosser bitterkait vnd mit wainen̅ vnd sprach ich ermane dich gottes ihesu cristi das du din bluͦt	Frau
58185	121.xml	EB	um 1400	  mit enander guͤttlich leben essen vnd trinken mitenander das er wen das ain elichuͥ gemahelscaft da sige vnd [do] duͥ 	froͯw	 also mit mir gerett do erschrak ich von irem keken muͦt vnd ward doch fro das suͥ ir rainikait als	Frau
60741	121.xml	EB	um 1400	  och nieman zuͦ ym hin yn won das er durch ain klaines fensterli mit den luͥten redet aber nie kain 	froͯw	 kam dar vf vnd och selten man wan er wolt sich nit all zit den luͥten erzoͤgen won selten er	Frau
61356	121.xml	EB	um 1400	  gar ser beswaͤrt wan suͥ globt och ku̅ das es moͤht beschehen vnd do in der naht ward vnd duͥ 	froͯw	 lag vnd slieff do kam der hailig vater iohannes fuͥr sy reht in ainer wis als er geschaffen was vnd	Frau
61387	121.xml	EB	um 1400	  sy reht in ainer wis als er geschaffen was vnd stuͦnd fuͥr die froͯwen und sprach zuͦ ir alsus O 	froͯw	 din glob ist gros vnd dar vmb bin ich her zuͦ dir kumen das ich din begird volfuͤr ich wil	Frau
61514	121.xml	EB	um 1400	  in dem slauff haͯst gesehen vnd solt nit fuͥrbas me begeren vnd do er disuͥ wort gesprach do erwachet disuͥ 	froͯw	 vnd seit ir wirt die gesiht vnd sin red vnd was och an allem irem lib gesunt worden vnd reht	Frau
61603	121.xml	EB	um 1400	  im hatt begangen Von iohanne Dar nach do kam aber ainer zit ain hoher herr vnd richer zuͦ ym des 	froͯw	 solt zehant kindes genesen vnd von sag der luͥt wie gros gnad an ym leg do wolt er im sin	Frau
61638	121.xml	EB	um 1400	  leg do wolt er im sin froͯwen enphelhen vnd des selben tages do er zuͦ im kam do genas duͥ 	froͯw	 des kindes dar vmb wist der herr nit vnd was och duͥ froͯw also krank das ir nieman das leben	Frau
61651	121.xml	EB	um 1400	  er zuͦ im kam do genas duͥ froͯw des kindes dar vmb wist der herr nit vnd was och duͥ 	froͯw	 also krank das ir nieman das leben gehiess vnd do iohannes erst den herren ansah do sprach er zuͦ im	Frau
61688	121.xml	EB	um 1400	  sprach er zuͦ im O wistest du die gaͯb die dir got huͥt haͯt gegeben du froͤwetest dich groͤsslich din 	froͯw	 ist huͥt genesen aines sunes vnd ist aber suͥ in grosser arbait doch kunt ir got zehilf das suͥ nit	Frau
62033	121.xml	EB	um 1400	  oͤl vnd wer sich da mit bestraich der ward gesunt vnd also fuͦgt es sich ainer zit das aines herren 	froͯw	 erblindet nu̅ batt suͥ iren wirt das er si fuͦrti zuͦ dem hailigen vater iohanne wan suͥ hatt kainen zwifel	Frau
62133	121.xml	EB	um 1400	  siner wirtinnen aͤrbait vnd in batt das er got vͥber sy baͤtt do segnet er enklain oͤles vnd do duͥ 	froͯw	 die oͯgen da mit bestraich zehant do gesah suͥ als wol als ob suͥ nie blint waͤr worden Hoͤr me	Frau
264160	211.xml	RE	Ende 14. Jh.	  manden teilte d` mahte niht wan zehen manden Yn̅ sprach ez were ein iar dc tet er darumbe wan ein 	froͯwe	 ein kint niht langer treit dan zehin mande̅ vn̅ in sinen ziten wc gewonlich dc ein frowe nach ires mannes	Frau
61127	121.xml	EB	um 1400	  vater iohanne̅ es was ain richer herr in egipto der hatt ain frowen duͥ was gar siech vnd do der 	froͯwe̅	 kain arczat moht gehelfen do gewan suͥ ainen globen mit groser begird moͤht suͥ zuͦ dem hailige̅ vater iohanne̅ kumen	Frau
55299	121.xml	EB	um 1400	  hilarion vnd ist ain gewarer gottes kneht vnd also fuͦgt es sich das in drissig tagen me denn zwaihundert menschen 	froͯwen	 vnd man die alluͥ mit dem tuͥfel behefftet waͯren die alluͥ zuͦ ym kamend do ward er ser vf die	Frau
55594	121.xml	EB	um 1400	  da was vor alter ain zerstoͤrtes abgothus vnd brunnen vnd schoͤn balmboͯm vnd was das selb guͦt ainer edelen cristenen 	froͯwen	 duͥ hiess constancia der hatt er och ir tohter vnd ir tohterman generet von dem tott mit sinem hailigen gebett	Frau
56468	121.xml	EB	um 1400	  selben statt begraben in cipro do fuͦr er wider von palestina in cipro zuͦ sinem grab vnd batt constanciam die 	froͯwen	 der das aigen was da er begraben was das suͥ ym gundi da ze beliben̅ bi sinen lieben maister hilarion	Frau
56979	121.xml	EB	um 1400	  vnd wan ich ainig was do woltend min fruͥnd das mines vater guͦt nit erblos wuͥrd vnd wolten mir ain 	froͯwen	 haͯn gegeben die versprach ich vnd seit in das ich mir selber aines muͥniches leben fuͥr all froͯwen hetti vsserwelt	Frau
56997	121.xml	EB	um 1400	  mir ain froͯwen haͯn gegeben die versprach ich vnd seit in das ich mir selber aines muͥniches leben fuͥr all 	froͯwen	 hetti vsserwelt do wurden all min fruͥnd gar ser erzuͥrnet vnd muͦst vil versmaͤht von in liden do droͯwet mir	Frau
57442	121.xml	EB	um 1400	  selben wuͥsti das sy die luͥt vahend vnd beroͯbent vnd hatte̅ sich vnser vil mitenander besamnet wol suͥbenczig man vnd 	froͯwen	 die all hattend en ander gebaitet das wir dester sicherlicher giengent aber vnser trost ward vns ze vntrost do wir	Frau
57642	121.xml	EB	um 1400	  also kamen wir an ain gros wasser da swamten sy vns vͥber als das vich vnd do muͦst ich sin 	froͯwen	 vnd sinuͥ kint anbetten nach der haiden gewonhait also bevalhe man mir duͥ schaͯff da was min spis nit anders	Frau
